"season_id","archetype","games_won","games_played","game_win_rate","archetype_win_rate_lift","archetype_win_rate_lift_pct","archetype_win_rate_lift_rel"
"Season-All","Combo-Control",93,168,0.553571428571429,0.0498567183188283,4.98567183188283,1.09897808680995
"Season-All","Aggro-Combo",55,100,0.55,0.0462852897473998,4.62852897473998,1.09188790560472
"Season-All","Aggro",244,445,0.548314606741573,0.0445998964889728,4.45998964889728,1.08854197739551
"Season-All","Control",238,480,0.495833333333333,-0.00788137691926694,-0.788137691926694,0.9843534906588
"Season-All","Aggro-Control (Tempo)",54,110,0.490909090909091,-0.0128056193435094,-1.28056193435094,0.974577634754626
"Season-All","Combo",260,545,0.477064220183486,-0.026650490069114,-2.6650490069114,0.947092094936538
"Season-All","Control-Aggro (Midrange)",73,171,0.426900584795322,-0.0768141254572787,-7.68141254572787,0.847504700788352
