,player_id,session,elo
621,27,S2D12,964.8
622,27,S3D1,964.8
623,27,S3D2,923.2
624,27,S3D3,923.2
625,27,S3D4,923.2
626,27,S3D5,923.2
627,27,S3D6,923.2
628,27,S3D7,923.2
629,27,S3D8,923.2
630,27,S3D9,923.2
631,27,S3D10,923.2
632,27,S3D11,923.2
633,27,S3D12,923.2
634,27,S4D1,923.2
635,27,S4D2,923.2
636,27,S4D3,923.2
637,27,S4D4,923.2
638,27,S4D5,923.2
639,27,S4D6,923.2
640,27,S4D7,923.2
641,27,S4D8,923.2
642,27,S4D9,923.2
643,27,S4D10,923.2
644,27,S4D11,923.2
645,8,S1D1,1000
646,8,S1D2,1000
647,8,S1D3,1000
648,8,S1D4,1000
649,8,S1D5,1000
650,8,S1D6,1000
651,8,S1D7,1000
652,8,S1D8,1000
653,8,S1D9,1000
654,8,S1D10,1000
655,8,S1D11,1000
656,8,S2D1,1000
657,8,S2D2,1000
658,8,S2D3,1000
659,8,S2D4,1000
660,8,S2D5,1000
661,8,S2D6,1000
662,8,S2D7,1000
663,8,S2D8,1000
664,8,S2D9,1000
665,8,S2D10,1000
666,8,S2D11,968
667,8,S2D12,968
668,8,S3D1,993.6
669,8,S3D2,993.6
670,8,S3D3,1016
671,8,S3D4,1016
672,8,S3D5,987.2
673,8,S3D6,1009.6
674,8,S3D7,952
675,8,S3D8,952
676,8,S3D9,939.2
677,8,S3D10,939.2
678,8,S3D11,939.2
679,8,S3D12,920
680,8,S4D1,920
681,8,S4D2,990.4
682,8,S4D3,964.8
683,8,S4D4,942.4
684,8,S4D5,923.2
685,8,S4D6,942.4
686,8,S4D7,894.4
687,8,S4D8,920
688,8,S4D9,923.2
689,8,S4D10,945.6
690,8,S4D11,945.6
691,23,S1D1,1000
692,23,S1D2,1000
693,23,S1D3,1000
694,23,S1D4,1000
695,23,S1D5,1000
696,23,S1D6,1000
697,23,S1D7,1000
698,23,S1D8,1000
699,23,S1D9,1000
700,23,S1D10,1000
701,23,S1D11,1000
702,23,S2D1,1000
703,23,S2D2,1000
704,23,S2D3,1000
705,23,S2D4,1000
706,23,S2D5,1000
707,23,S2D6,1000
708,23,S2D7,1000
709,23,S2D8,1000
710,23,S2D9,1000
711,23,S2D10,1000
712,23,S2D11,1000
713,23,S2D12,1000
714,23,S3D1,1000
715,23,S3D2,1000
716,23,S3D3,1000
717,23,S3D4,1000
718,23,S3D5,1000
719,23,S3D6,1000
720,23,S3D7,1000
721,23,S3D8,1000
722,23,S3D9,1000
723,23,S3D10,1000
724,23,S3D11,1000
725,23,S3D12,1000
726,23,S4D1,1000
727,23,S4D2,1000
728,23,S4D3,1000
729,23,S4D4,987.2
730,23,S4D5,987.2
731,23,S4D6,929.6
732,23,S4D7,977.6
733,23,S4D8,977.6
734,23,S4D9,1019.2
735,23,S4D10,1022.4
736,23,S4D11,1022.4
737,28,S1D1,1000
738,28,S1D2,1000
739,28,S1D3,1000
740,28,S1D4,1000
741,28,S1D5,1000
742,28,S1D6,1000
743,28,S1D7,971.2
744,28,S1D8,952
745,28,S1D9,984
746,28,S1D10,993.6
747,28,S1D11,993.6
748,28,S2D1,1003.2
749,28,S2D2,1003.2
750,28,S2D3,1035.2
751,28,S2D4,1089.6
752,28,S2D5,1112
753,28,S2D6,1112
754,28,S2D7,1105.6
755,28,S2D8,1105.6
756,28,S2D9,1102.4
757,28,S2D10,1102.4
758,28,S2D11,1102.4
759,28,S2D12,1102.4
760,28,S3D1,1102.4
761,28,S3D2,1102.4
762,28,S3D3,1102.4
763,28,S3D4,1102.4
764,28,S3D5,1102.4
765,28,S3D6,1102.4
766,28,S3D7,1124.8
767,28,S3D8,1124.8
768,28,S3D9,1048
769,28,S3D10,1048
770,28,S3D11,1048
771,28,S3D12,1048
772,28,S4D1,1048
773,28,S4D2,1048
774,28,S4D3,1048
775,28,S4D4,1048
776,28,S4D5,1048
777,28,S4D6,1048
778,28,S4D7,1048
779,28,S4D8,1048
780,28,S4D9,1048
781,28,S4D10,1048
782,28,S4D11,1048
783,14,S1D1,1000
784,14,S1D2,952
785,14,S1D3,945.6
786,14,S1D4,945.6
787,14,S1D5,936
788,14,S1D6,913.6
789,14,S1D7,913.6
790,14,S1D8,913.6
791,14,S1D9,952
792,14,S1D10,952
793,14,S1D11,977.6
794,14,S2D1,977.6
795,14,S2D2,955.2
796,14,S2D3,955.2
797,14,S2D4,913.6
798,14,S2D5,913.6
799,14,S2D6,900.8
800,14,S2D7,846.4
801,14,S2D8,846.4
802,14,S2D9,846.4
803,14,S2D10,846.4
804,14,S2D11,846.4
805,14,S2D12,846.4
806,14,S3D1,846.4
807,14,S3D2,840
808,14,S3D3,840
809,14,S3D4,840
810,14,S3D5,872
811,14,S3D6,872
812,14,S3D7,872
813,14,S3D8,897.6
814,14,S3D9,897.6
815,14,S3D10,920
816,14,S3D11,920
817,14,S3D12,968
818,14,S4D1,968
819,14,S4D2,948.8
820,14,S4D3,948.8
821,14,S4D4,948.8
822,14,S4D5,977.6
823,14,S4D6,977.6
824,14,S4D7,987.2
825,14,S4D8,987.2
826,14,S4D9,987.2
827,14,S4D10,964.8
828,14,S4D11,964.8
829,29,S1D1,1000
830,29,S1D2,1000
831,29,S1D3,1000
832,29,S1D4,1000
833,29,S1D5,1000
834,29,S1D6,1000
835,29,S1D7,1000
836,29,S1D8,942.4
837,29,S1D9,942.4
838,29,S1D10,942.4
839,29,S1D11,942.4
840,29,S2D1,942.4
841,29,S2D2,942.4
842,29,S2D3,942.4
843,29,S2D4,942.4
844,29,S2D5,942.4
845,29,S2D6,942.4
846,29,S2D7,942.4
847,29,S2D8,942.4
848,29,S2D9,942.4
849,29,S2D10,942.4
850,29,S2D11,942.4
851,29,S2D12,942.4
852,29,S3D1,942.4
853,29,S3D2,942.4
854,29,S3D3,942.4
855,29,S3D4,942.4
856,29,S3D5,942.4
857,29,S3D6,942.4
858,29,S3D7,942.4
859,29,S3D8,942.4
860,29,S3D9,942.4
861,29,S3D10,942.4
862,29,S3D11,942.4
863,29,S3D12,942.4
864,29,S4D1,942.4
865,29,S4D2,942.4
866,29,S4D3,942.4
867,29,S4D4,942.4
868,29,S4D5,942.4
869,29,S4D6,942.4
870,29,S4D7,942.4
871,29,S4D8,942.4
872,29,S4D9,942.4
873,29,S4D10,942.4
874,29,S4D11,942.4
875,10,S1D1,1000
876,10,S1D2,1000
877,10,S1D3,1000
878,10,S1D4,1000
879,10,S1D5,1000
880,10,S1D6,1000
881,10,S1D7,1000
882,10,S1D8,1000
883,10,S1D9,1000
884,10,S1D10,974.4
885,10,S1D11,974.4
886,10,S2D1,955.2
887,10,S2D2,936
888,10,S2D3,916.8
889,10,S2D4,916.8
890,10,S2D5,888
891,10,S2D6,865.6
892,10,S2D7,849.6
893,10,S2D8,849.6
894,10,S2D9,891.2
895,10,S2D10,926.4
896,10,S2D11,939.2
897,10,S2D12,1000
898,10,S3D1,974.4
899,10,S3D2,964.8
900,10,S3D3,964.8
901,10,S3D4,964.8
902,10,S3D5,1041.6
903,10,S3D6,974.4
904,10,S3D7,974.4
905,10,S3D8,984
906,10,S3D9,964.8
907,10,S3D10,910.4
908,10,S3D11,913.6
909,10,S3D12,913.6
910,10,S4D1,884.8
911,10,S4D2,884.8
912,10,S4D3,878.4
913,10,S4D4,904
914,10,S4D5,955.2
915,10,S4D6,984
916,10,S4D7,984
917,10,S4D8,984
918,10,S4D9,984
919,10,S4D10,984
920,10,S4D11,996.8
921,15,S1D1,952
922,15,S1D2,952
923,15,S1D3,952
924,15,S1D4,952
925,15,S1D5,952
926,15,S1D6,952
927,15,S1D7,900.8
928,15,S1D8,900.8
929,15,S1D9,900.8
930,15,S1D10,900.8
931,15,S1D11,868.8
932,15,S2D1,868.8
933,15,S2D2,868.8
934,15,S2D3,894.4
935,15,S2D4,894.4
936,15,S2D5,894.4
937,15,S2D6,900.8
938,15,S2D7,900.8
939,15,S2D8,900.8
940,15,S2D9,948.8
941,15,S2D10,948.8
942,15,S2D11,948.8
943,15,S2D12,948.8
944,15,S3D1,945.6
945,15,S3D2,945.6
946,15,S3D3,945.6
947,15,S3D4,945.6
948,15,S3D5,945.6
949,15,S3D6,894.4
950,15,S3D7,920
951,15,S3D8,971.2
952,15,S3D9,971.2
953,15,S3D10,980.8
954,15,S3D11,980.8
955,15,S3D12,980.8
956,15,S4D1,980.8
957,15,S4D2,990.4
958,15,S4D3,990.4
959,15,S4D4,990.4
960,15,S4D5,990.4
961,15,S4D6,990.4
962,15,S4D7,990.4
963,15,S4D8,990.4
964,15,S4D9,990.4
965,15,S4D10,990.4
966,15,S4D11,939.2
967,7,S1D1,1000
968,7,S1D2,1000
969,7,S1D3,1000
970,7,S1D4,1000
971,7,S1D5,1000
972,7,S1D6,1000
973,7,S1D7,1000
974,7,S1D8,1000
975,7,S1D9,1000
976,7,S1D10,974.4
977,7,S1D11,974.4
978,7,S2D1,923.2
979,7,S2D2,910.4
980,7,S2D3,929.6
981,7,S2D4,929.6
982,7,S2D5,929.6
983,7,S2D6,929.6
984,7,S2D7,964.8
985,7,S2D8,964.8
986,7,S2D9,964.8
987,7,S2D10,964.8
988,7,S2D11,971.2
989,7,S2D12,945.6
990,7,S3D1,913.6
991,7,S3D2,945.6
992,7,S3D3,945.6
993,7,S3D4,958.4
994,7,S3D5,923.2
995,7,S3D6,923.2
996,7,S3D7,923.2
997,7,S3D8,923.2
998,7,S3D9,923.2
999,7,S3D10,923.2
1000,7,S3D11,923.2
1001,7,S3D12,891.2
1002,7,S4D1,913.6
1003,7,S4D2,913.6
1004,7,S4D3,913.6
1005,7,S4D4,913.6
1006,7,S4D5,913.6
1007,7,S4D6,913.6
1008,7,S4D7,913.6
1009,7,S4D8,913.6
1010,7,S4D9,913.6
1011,7,S4D10,913.6
1012,7,S4D11,913.6
1013,6,S1D1,984
1014,6,S1D2,1035.2
1015,6,S1D3,1060.8
1016,6,S1D4,1070.4
1017,6,S1D5,1108.8
1018,6,S1D6,1144
1019,6,S1D7,1153.6
1020,6,S1D8,1163.2
1021,6,S1D9,1156.8
1022,6,S1D10,1198.4
1023,6,S1D11,1160
1024,6,S2D1,1204.8
1025,6,S2D2,1208
1026,6,S2D3,1224
1027,6,S2D4,1230.4
1028,6,S2D5,1262.4
1029,6,S2D6,1227.2
1030,6,S2D7,1214.4
1031,6,S2D8,1214.4
1032,6,S2D9,1214.4
1033,6,S2D10,1240
1034,6,S2D11,1240
1035,6,S2D12,1217.6
1036,6,S3D1,1201.6
1037,6,S3D2,1169.6
1038,6,S3D3,1169.6
1039,6,S3D4,1176
1040,6,S3D5,1150.4
1041,6,S3D6,1160
1042,6,S3D7,1172.8
1043,6,S3D8,1115.2
1044,6,S3D9,1134.4
1045,6,S3D10,1134.4
1046,6,S3D11,1105.6
1047,6,S3D12,1121.6
1048,6,S4D1,1102.4
1049,6,S4D2,1121.6
1050,6,S4D3,1134.4
1051,6,S4D4,1147.2
1052,6,S4D5,1140.8
1053,6,S4D6,1089.6
1054,6,S4D7,1108.8
1055,6,S4D8,1112
1056,6,S4D9,1096
1057,6,S4D10,1096
1058,6,S4D11,1089.6
1059,30,S1D1,1000
1060,30,S1D2,1000
1061,30,S1D3,1000
1062,30,S1D4,1000
1063,30,S1D5,1000
1064,30,S1D6,1000
1065,30,S1D7,1000
1066,30,S1D8,1000
1067,30,S1D9,1000
1068,30,S1D10,1000
1069,30,S1D11,1000
1070,30,S2D1,1000
1071,30,S2D2,1000
1072,30,S2D3,1000
1073,30,S2D4,1000
1074,30,S2D5,1000
1075,30,S2D6,1000
1076,30,S2D7,1000
1077,30,S2D8,1000
1078,30,S2D9,1000
1079,30,S2D10,1000
1080,30,S2D11,1000
1081,30,S2D12,1000
1082,30,S3D1,974.4
1083,30,S3D2,974.4
1084,30,S3D3,974.4
1085,30,S3D4,974.4
