group_id,group_name,n_games_with_group,v0_coef,v0_se,v0_z,v0_p,v0_or,v0_or_lower,v0_or_upper,v0_aic,v0_separation,v0_win_rate_lift_prob,v0_win_rate_lift_mean_prob,v1_coef,v1_se,v1_z,v1_p,v1_or,v1_or_lower,v1_or_upper,v1_aic,v1_separation,v1_win_rate_lift_prob,v1_win_rate_lift_mean_prob,v2_coef,v2_se,v2_z,v2_p,v2_or,v2_or_lower,v2_or_upper,v2_aic,v2_separation,v2_win_rate_lift_prob,v2_win_rate_lift_mean_prob,v0_p_adj,v0_significant_raw,v0_significant_fdr,v1_p_adj,v1_significant_raw,v1_significant_fdr,v2_p_adj,v2_significant_raw,v2_significant_fdr,v0_win_rate_lift_pct,v0_win_rate_lift_mean_pct,v0_win_rate_lift_std,v0_win_rate_lift_mean_std,v1_win_rate_lift_pct,v1_win_rate_lift_mean_pct,v1_win_rate_lift_std,v1_win_rate_lift_mean_std,v2_win_rate_lift_pct,v2_win_rate_lift_mean_pct,v2_win_rate_lift_std,v2_win_rate_lift_mean_std,or_range,or_mean,or_cv
fast_mana,Fast Mana,1555,0.22625558687983277,0.08193376678833122,2.761444954243889,0.005754621628405659,1.253896103719296,1.0678693525420395,1.472329396081751,3496.523481285013,False,0.05214063785757335,0.05649833819398886,0.20628048167001134,0.08263415556307646,2.496310154855433,0.012549282241341383,1.2290978950835068,1.0453142278944927,1.4451937947324918,3491.8029767030766,False,0.047232924922934086,0.05101366796918955,0.21013776072214693,0.08308215215012733,2.5292768095659506,0.011429784311047818,1.2338480240440985,1.0484330775845538,1.4520535253856008,3488.085536617563,False,0.04783195300341861,0.05248596474445694,0.03165041895623112,True,True,0.1380421046547552,True,False,0.125727627421526,True,False,5.214063785757335,5.649833819398886,0.1042812757151467,0.11299667638797772,4.7232924922934085,5.1013667969189544,0.09446584984586817,0.1020273359383791,4.783195300341861,5.248596474445693,0.09566390600683722,0.10497192948891387,0.024798208635789187,1.238947340948967,0.02001554692130425
duallands,Duallands,1220,0.06637515575678457,0.08101862013362408,0.8192580378104684,0.412639208230287,1.0686275437499884,0.9117209243806869,1.2525376973626512,3503.4818349201596,False,0.01529053969071876,0.01659223247695535,0.07460383574246984,0.08238829574822508,0.9055149771571414,0.3651926290078914,1.077457216283991,0.916789648559128,1.2662818071157296,3497.215031043338,False,0.01706942417045207,0.018485252370203764,0.10384089878938953,0.08314798651942736,1.2488684709776745,0.21171318518557447,1.1094239301829332,0.9425850219258226,1.3057935658131075,3492.923978380564,False,0.023616734229502157,0.025952271168586893,0.5673789113166446,False,False,0.8034237838173611,False,False,0.5822112592603298,False,False,1.529053969071876,1.6592232476955349,0.03058107938143752,0.0331844649539107,1.706942417045207,1.8485252370203764,0.03413884834090414,0.03697050474040753,2.361673422950216,2.5952271168586893,0.047233468459004314,0.05190454233717379,0.04079638643294481,1.0851695634056375,0.03759448090758428
reanimator_spells,Reanimator Spells,510,-0.1350810271813893,0.103018797213995,-1.3112269880300902,0.18978108700593677,0.873645119818447,0.7139103607294784,1.0691199306908623,3502.431844565775,False,-0.031046449018451258,-0.033742616128279834,0.009018786006376026,0.11528072454017906,0.07823325228349591,0.9376425115692162,1.0090595777954756,0.8049851619510668,1.2648695648910326,3498.028681272887,False,0.002062231776640354,0.002233010340364605,0.04074735303490943,0.11619396433020635,0.35068390402027577,0.7258255023484255,1.0415889180211049,0.8294496942577841,1.30798465736392,3494.360673410356,False,0.009261287089660186,0.010186474054508565,0.4175183914130609,False,False,0.9376425115692162,False,False,0.9582730272482028,False,False,-3.1046449018451256,-3.3742616128279836,-0.062092898036902516,-0.06748523225655967,0.2062231776640354,0.2233010340364605,0.004124463553280708,0.00446602068072921,0.9261287089660185,1.0186474054508565,0.01852257417932037,0.02037294810901713,0.16794379820265792,0.9747645385450091,0.17229165768929255
1_2_mana_counterspells,1-2 Mana Counterspells,987,-0.0958112278301941,0.08397046645593483,-1.1410110229704744,0.25386533591773397,0.9086355249797553,0.7707483584060264,1.07119075668573,3502.849559803245,False,-0.022026351171503047,-0.023947270289258638,0.03262238008598924,0.0974699719977141,0.3346915918551235,0.7378577447474823,1.0331603236567761,0.8534922943961923,1.2506501363714437,3497.9227990768613,False,0.00745947694362785,0.008076014254343622,0.014007029108867291,0.09808578241549146,0.14280386783818988,0.8864450822996358,1.0141055871720148,0.8367406572909186,1.22906677591494,3494.463297245172,False,0.003184300537348402,0.0035017427443699845,0.4504186489310516,False,False,0.9376425115692162,False,False,0.9582730272482028,False,False,-2.202635117150305,-2.394727028925864,-0.044052702343006095,-0.047894540578517275,0.745947694362785,0.8076014254343622,0.0149189538872557,0.016152028508687244,0.3184300537348402,0.35017427443699845,0.006368601074696804,0.007003485488739969,0.12452479867702082,0.9853004786028489,0.12638256184914917
fetchlands,Fetchlands,1443,0.008747025784843427,0.08104078265343563,0.10793362919814554,0.91404834069536,1.0087853927990493,0.8606280132972388,1.1824481111484142,3504.1411735042475,False,0.0020139953410691965,0.002186752900960043,-0.01010854627466807,0.08257909344326453,-0.12241047767874913,0.9025739409281652,0.9899423733602968,0.8420098475139463,1.1638651322994007,3498.019816467173,False,-0.002311142397429092,-0.002502591451063796,-0.004352296501042788,0.08318471798353021,-0.0523208662185343,0.9582730272482028,0.9956571610157597,0.845865983596583,1.171974286123742,3494.480951059773,False,-0.0009893484001498299,-0.0010880736754106946,0.91404834069536,False,False,0.9376425115692162,False,False,0.9582730272482028,False,False,0.20139953410691966,0.21867529009600428,0.004027990682138393,0.004373505801920086,-0.23111423974290923,-0.2502591451063796,-0.004622284794858184,-0.005005182902127592,-0.09893484001498298,-0.10880736754106946,-0.0019786968002996597,-0.002176147350821389,0.01884301943875255,0.9981283090583686,0.018878353882707727
landscapes,Landscapes,725,-0.04154400327709615,0.09036239908494516,-0.45974878597504604,0.6456965474668055,0.9593071217556122,0.803599470072398,1.1451851178649084,3503.941430273538,False,-0.009563002603130817,-0.01038539654881443,-0.02123293605835414,0.09163034255622231,-0.23172385332212514,0.8167525033122003,0.978990895727347,0.8180527912604886,1.1715908608297225,3497.9811050218777,False,-0.004855042792026422,-0.005254331797670042,-0.011049209819377636,0.09272575469528137,-0.11916009587290971,0.9051485202200642,0.9890116084952343,0.8246537406751845,1.1861268717916396,3494.469489492003,False,-0.002511790760570377,-0.0027622884530634773,0.7891846691260955,False,False,0.9376425115692162,False,False,0.9582730272482028,False,False,-0.9563002603130817,-1.038539654881443,-0.019126005206261634,-0.02077079309762886,-0.4855042792026422,-0.5254331797670042,-0.009710085584052845,-0.010508663595340084,-0.2511790760570377,-0.2762288453063477,-0.005023581521140754,-0.0055245769061269545,0.029704486739622116,0.9757698753260645,0.030442102682967157
triomes,Triomes,1105,-0.08737951690281329,0.08200464505001881,-1.0655435048772672,0.2866300493197601,0.9163292671884996,0.7802751842472972,1.0761066644919652,3503.0165515805875,False,-0.020097017400111505,-0.02184109371080717,-0.04780005544001166,0.08516230167839002,-0.5612818641342681,0.5746054029560788,0.9533243800465507,0.8067687824238795,1.1265029006955782,3497.719685162956,False,-0.010927099670273856,-0.011828651306662608,-0.056087226142928874,0.08567244216317459,-0.6546705653155453,0.5126798804180095,0.9454566637554996,0.79931096772408,1.1183235801016156,3494.054945474012,False,-0.012745368123357855,-0.014020804958060018,0.4504186489310516,False,False,0.9376425115692162,False,False,0.81338243648317,False,False,-2.0097017400111503,-2.1841093710807167,-0.04019403480022301,-0.04368218742161434,-1.0927099670273857,-1.1828651306662608,-0.021854199340547713,-0.023657302613325215,-1.2745368123357854,-1.4020804958060018,-0.02549073624671571,-0.028041609916120036,0.03699511285805113,0.9383701036635167,0.03942486308293229
one_mana_mana_elves,One Mana Mana Elves,703,-0.011242402667689904,0.09172193344219325,-0.12257049372792939,0.9024472208171237,0.9888205569810624,0.8261182200010546,1.1835667949643944,3504.137799123154,False,-0.0025884631233269798,-0.0028105882097788637,-0.05565847331661405,0.10681855094523092,-0.5210562474785098,0.6023275886933255,0.945862117885834,0.7671884324325288,1.1661478565504266,3497.7633415545865,False,-0.012728016407096357,-0.013746725667233228,-0.06954106013688825,0.10747591770001007,-0.6470385331437066,0.5176070050347445,0.9328218308061416,0.7556372403054287,1.1515533136995795,3494.0650770946345,False,-0.01580841420284877,-0.017380223786382987,0.91404834069536,False,False,0.9376425115692162,False,False,0.81338243648317,False,False,-0.25884631233269795,-0.28105882097788637,-0.0051769262466539595,-0.005621176419557727,-1.2728016407096356,-1.3746725667233228,-0.025456032814192713,-0.027493451334466457,-1.5808414202848768,-1.7380223786382987,-0.03161682840569754,-0.03476044757276597,0.055998726174920854,0.955834835224346,0.05858619513671238
surveillands,Surveillands,942,-0.11456092991710773,0.08445002413881025,-1.356552956442076,0.17492329807543827,0.8917576020460138,0.7557210312168002,1.0522819770232408,3502.3111479432273,False,-0.0263544662061239,-0.02863030734430483,-0.09561309443863154,0.08609026554473638,-1.1106144676594902,0.26673433263607815,0.9088155738542719,0.767704784507069,1.0758637486027862,3496.800806136508,False,-0.02185431012916269,-0.023630234557652396,-0.07332938329719069,0.08679430430699993,-0.844864002110294,0.3981867752021754,0.9292946854615485,0.7839216344087907,1.1016262015505798,3493.7697767194823,False,-0.016668455452510833,-0.018329406489571987,0.4175183914130609,False,False,0.7335194147492149,False,False,0.81338243648317,False,False,-2.63544662061239,-2.863030734430483,-0.0527089324122478,-0.05726061468860966,-2.185431012916269,-2.36302345576524,-0.04370862025832538,-0.04726046911530479,-1.6668455452510833,-1.8329406489571987,-0.033336910905021666,-0.03665881297914397,0.03753708341553463,0.9099559537872781,0.041251538889661175
shocklands,Shocklands,1169,-0.11660598440119621,0.08157065383260259,-1.4295090074978718,0.15285798786715082,0.8899357726683438,0.7584454007969286,1.0442224036728702,3502.1065140610845,False,-0.026799349163993062,-0.02914287712822572,-0.11565373781653902,0.08266774577366197,-1.3990188886145536,0.1618073189297078,0.8907836145816479,0.75753728663242,1.0474671834763083,3496.0750302681217,False,-0.02640198889555392,-0.028588225377878862,-0.1155582045855873,0.08304112281735691,-1.391578059942053,0.16405020652081093,0.8908687180834692,0.7570554297487355,1.0483341663939891,3492.544772171113,False,-0.026226545348538046,-0.02887996070419352,0.4175183914130609,False,False,0.5932935027422619,False,False,0.5822112592603298,False,False,-2.679934916399306,-2.914287712822572,-0.053598698327986125,-0.05828575425645144,-2.640198889555392,-2.858822537787886,-0.05280397779110784,-0.057176450755757724,-2.6226545348538046,-2.887996070419352,-0.05245309069707609,-0.05775992140838704,0.0009329454151254524,0.8905293684444869,0.0010476301491943547
