season_id,scryfallId,archetype,count
Season-4,1af92296-455a-425e-9397-a96d09937767,Aggro,3
Season-4,1af92296-455a-425e-9397-a96d09937767,Combo,1
Season-4,1af92296-455a-425e-9397-a96d09937767,Combo-Control,1
Season-4,1af92296-455a-425e-9397-a96d09937767,Control,2
Season-4,1b6ef5f5-4058-4f89-a573-9e2da87a9f2e,Aggro,1
Season-4,1b6ef5f5-4058-4f89-a573-9e2da87a9f2e,Aggro-Control (Tempo),1
Season-4,1b6ef5f5-4058-4f89-a573-9e2da87a9f2e,Control,1
Season-4,1b6ef5f5-4058-4f89-a573-9e2da87a9f2e,Control-Aggro (Midrange),2
Season-4,1bd3fa8a-6c50-4f7f-9ae3-0810eec5e3db,Aggro,4
Season-4,1bd3fa8a-6c50-4f7f-9ae3-0810eec5e3db,Aggro-Control (Tempo),2
Season-4,1bd3fa8a-6c50-4f7f-9ae3-0810eec5e3db,Combo-Control,1
Season-4,1bd3fa8a-6c50-4f7f-9ae3-0810eec5e3db,Control,2
Season-4,1be9d9a4-d7ee-4854-abc2-85cabf993ec9,Combo,6
Season-4,1c0f2873-5849-4cab-855a-2fbbc41dbb6c,Aggro,1
Season-4,1c0f2873-5849-4cab-855a-2fbbc41dbb6c,Combo,3
Season-4,1c0f2873-5849-4cab-855a-2fbbc41dbb6c,Combo-Control,1
Season-4,1c0f2873-5849-4cab-855a-2fbbc41dbb6c,Control-Aggro (Midrange),2
Season-4,1c7d50d6-b63a-4d8c-88fa-1d78ae693a45,Combo,2
Season-4,1c7d50d6-b63a-4d8c-88fa-1d78ae693a45,Combo-Control,2
Season-4,1c7d50d6-b63a-4d8c-88fa-1d78ae693a45,Control,1
Season-4,1c7d50d6-b63a-4d8c-88fa-1d78ae693a45,Control-Aggro (Midrange),2
Season-4,1daf4348-05c5-4c55-bcf2-c7bec7988bfc,Aggro,5
Season-4,1daf4348-05c5-4c55-bcf2-c7bec7988bfc,Combo-Control,1
Season-4,1daf4348-05c5-4c55-bcf2-c7bec7988bfc,Control,2
Season-4,1dd64b1d-bcef-476c-bf0b-3ac7df7cbed3,Aggro-Combo,3
Season-4,1dd64b1d-bcef-476c-bf0b-3ac7df7cbed3,Control-Aggro (Midrange),1
Season-4,1e0c695d-62f9-4805-9e2f-7032e8464136,Aggro-Control (Tempo),1
Season-4,1e0c695d-62f9-4805-9e2f-7032e8464136,Control,3
Season-4,1e2fee55-227b-4373-a3f7-b463f220033f,Combo,9
Season-4,1e3e8085-cfcd-4e88-b441-4d1f8ac63904,Aggro,5
Season-4,1e3e8085-cfcd-4e88-b441-4d1f8ac63904,Aggro-Control (Tempo),1
Season-4,1e3e8085-cfcd-4e88-b441-4d1f8ac63904,Combo-Control,1
Season-4,1e3e8085-cfcd-4e88-b441-4d1f8ac63904,Control,5
Season-4,1ea179e9-9c0d-46c1-9ee8-60be68e1f79c,Aggro-Control (Tempo),2
Season-4,1ea179e9-9c0d-46c1-9ee8-60be68e1f79c,Combo,3
Season-4,1ea179e9-9c0d-46c1-9ee8-60be68e1f79c,Control-Aggro (Midrange),1
Season-4,1ee98955-4c47-4d45-9377-608dfa755337,Combo,6
Season-4,1ee98955-4c47-4d45-9377-608dfa755337,Combo-Control,1
Season-4,1ee98955-4c47-4d45-9377-608dfa755337,Control,1
Season-4,1f123ad6-fe84-4fed-9c0f-6b41921e9c26,Combo-Control,1
Season-4,1f123ad6-fe84-4fed-9c0f-6b41921e9c26,Control,1
Season-4,1f2f7d4b-aa65-42ed-a441-8e35be96743c,Aggro,2
Season-4,1f2f7d4b-aa65-42ed-a441-8e35be96743c,Control-Aggro (Midrange),1
Season-4,1f9fb33a-3b39-4aff-93b8-aedafe0ea694,Aggro,1
Season-4,1f9fb33a-3b39-4aff-93b8-aedafe0ea694,Aggro-Combo,3
Season-4,1f9fb33a-3b39-4aff-93b8-aedafe0ea694,Control,1
Season-4,1f9fb33a-3b39-4aff-93b8-aedafe0ea694,Control-Aggro (Midrange),3
Season-4,1fa48620-4c3d-4f75-be1f-c12c4aa59f51,Combo,1
Season-4,1fc6d14a-1328-4032-ad9e-cd85cd365bd3,Aggro,1
Season-4,1fc6d14a-1328-4032-ad9e-cd85cd365bd3,Aggro-Control (Tempo),1
Season-4,1fc6d14a-1328-4032-ad9e-cd85cd365bd3,Combo-Control,1
Season-4,1fc6d14a-1328-4032-ad9e-cd85cd365bd3,Control,2
Season-4,1fc6d14a-1328-4032-ad9e-cd85cd365bd3,Control-Aggro (Midrange),1
Season-4,1fdcc0c3-4029-4fc3-a486-5d7f45c910bd,Combo,4
Season-4,1fdcc0c3-4029-4fc3-a486-5d7f45c910bd,Control,2
Season-4,1fdcc0c3-4029-4fc3-a486-5d7f45c910bd,Control-Aggro (Midrange),1
Season-4,205df311-a72d-40f1-b2ea-9b30274bc9bd,Combo,1
Season-4,205df311-a72d-40f1-b2ea-9b30274bc9bd,Combo-Control,1
Season-4,205df311-a72d-40f1-b2ea-9b30274bc9bd,Control-Aggro (Midrange),1
Season-4,207d5f12-fbc6-4c75-9d84-fd2f0023fbd0,Aggro,1
Season-4,207d5f12-fbc6-4c75-9d84-fd2f0023fbd0,Aggro-Combo,1
Season-4,207d5f12-fbc6-4c75-9d84-fd2f0023fbd0,Combo,7
Season-4,216a8e4e-ea7b-41c7-a982-b5751025ff25,Aggro,2
Season-4,216a8e4e-ea7b-41c7-a982-b5751025ff25,Aggro-Control (Tempo),1
Season-4,216a8e4e-ea7b-41c7-a982-b5751025ff25,Combo,1
Season-4,21c950d7-b4f6-4902-8c9a-98f2933f9fa5,Aggro,7
Season-4,21c950d7-b4f6-4902-8c9a-98f2933f9fa5,Aggro-Control (Tempo),1
Season-4,21c950d7-b4f6-4902-8c9a-98f2933f9fa5,Combo-Control,1
Season-4,21c950d7-b4f6-4902-8c9a-98f2933f9fa5,Control,1
Season-4,224d904a-5972-4152-878a-9a922e7a55b6,Aggro,1
Season-4,224d904a-5972-4152-878a-9a922e7a55b6,Combo,2
Season-4,224d904a-5972-4152-878a-9a922e7a55b6,Control,1
Season-4,224d904a-5972-4152-878a-9a922e7a55b6,Control-Aggro (Midrange),1
Season-4,229a0d4a-3777-451d-a2fb-f1a2fdf8019f,Aggro,1
Season-4,229a0d4a-3777-451d-a2fb-f1a2fdf8019f,Combo,2
Season-4,229a0d4a-3777-451d-a2fb-f1a2fdf8019f,Combo-Control,1
Season-4,229a0d4a-3777-451d-a2fb-f1a2fdf8019f,Control,2
Season-4,2398892d-28e9-4009-81ec-0d544af79d2b,Aggro,1
Season-4,2398892d-28e9-4009-81ec-0d544af79d2b,Aggro-Combo,1
Season-4,2398892d-28e9-4009-81ec-0d544af79d2b,Aggro-Control (Tempo),1
Season-4,2398892d-28e9-4009-81ec-0d544af79d2b,Combo,4
Season-4,2398892d-28e9-4009-81ec-0d544af79d2b,Control,4
Season-4,2398892d-28e9-4009-81ec-0d544af79d2b,Control-Aggro (Midrange),1
Season-4,23b95b26-0bbf-4fa1-80c1-f621f1a1b947,Combo,3
Season-4,23b95b26-0bbf-4fa1-80c1-f621f1a1b947,Combo-Control,1
Season-4,2424f2c4-366b-42cf-bf4b-a8a5bfdd2c4b,Aggro,1
Season-4,2424f2c4-366b-42cf-bf4b-a8a5bfdd2c4b,Combo,5
Season-4,245cdc59-d560-4c10-b721-f51cc312e370,Aggro,1
Season-4,245cdc59-d560-4c10-b721-f51cc312e370,Combo,1
Season-4,245cdc59-d560-4c10-b721-f51cc312e370,Control,2
Season-4,245cdc59-d560-4c10-b721-f51cc312e370,Control-Aggro (Midrange),1
Season-4,247939d9-87e9-4f01-b223-fb4cfa7dbbe1,Aggro-Control (Tempo),2
Season-4,247939d9-87e9-4f01-b223-fb4cfa7dbbe1,Combo,3
Season-4,247939d9-87e9-4f01-b223-fb4cfa7dbbe1,Combo-Control,2
Season-4,247939d9-87e9-4f01-b223-fb4cfa7dbbe1,Control,2
Season-4,2487d124-210b-4808-888c-cd0a78aebd90,Aggro,1
Season-4,2487d124-210b-4808-888c-cd0a78aebd90,Combo,1
Season-4,2487d124-210b-4808-888c-cd0a78aebd90,Control,1
Season-4,24a5cc2c-0fbf-4a5f-b175-6e0ffd0d0787,Aggro,3
Season-4,24a5cc2c-0fbf-4a5f-b175-6e0ffd0d0787,Aggro-Control (Tempo),1
Season-4,24a5cc2c-0fbf-4a5f-b175-6e0ffd0d0787,Combo,3
Season-4,24a5cc2c-0fbf-4a5f-b175-6e0ffd0d0787,Combo-Control,2
Season-4,24a5cc2c-0fbf-4a5f-b175-6e0ffd0d0787,Control,2
Season-4,24c0d87b-0049-4beb-b9cb-6f813b7aa7dc,Aggro,5
Season-4,24c0d87b-0049-4beb-b9cb-6f813b7aa7dc,Aggro-Combo,1
Season-4,24c0d87b-0049-4beb-b9cb-6f813b7aa7dc,Combo,2
Season-4,24c0d87b-0049-4beb-b9cb-6f813b7aa7dc,Control,1
Season-4,24da9431-7e52-44f5-bc18-2f2d8a4ca81e,Aggro,5
Season-4,24da9431-7e52-44f5-bc18-2f2d8a4ca81e,Combo-Control,1
Season-4,24da9431-7e52-44f5-bc18-2f2d8a4ca81e,Control,2
Season-4,24da9431-7e52-44f5-bc18-2f2d8a4ca81e,Control-Aggro (Midrange),1
Season-4,24e58478-c6a8-4f86-854a-a489c99bd777,Aggro,6
Season-4,24e58478-c6a8-4f86-854a-a489c99bd777,Combo-Control,1
Season-4,24e58478-c6a8-4f86-854a-a489c99bd777,Control,1
Season-4,24e58478-c6a8-4f86-854a-a489c99bd777,Control-Aggro (Midrange),1
Season-4,25b0b816-0583-44aa-9dc5-f3ff48993a51,Aggro,2
Season-4,25b0b816-0583-44aa-9dc5-f3ff48993a51,Aggro-Combo,4
Season-4,25b0b816-0583-44aa-9dc5-f3ff48993a51,Combo-Control,2
Season-4,25b0b816-0583-44aa-9dc5-f3ff48993a51,Control-Aggro (Midrange),1
Season-4,2605df98-0b02-4aab-bc36-01e93c693743,Aggro,1
Season-4,2605df98-0b02-4aab-bc36-01e93c693743,Combo-Control,2
Season-4,2605df98-0b02-4aab-bc36-01e93c693743,Control,1
Season-4,2605df98-0b02-4aab-bc36-01e93c693743,Control-Aggro (Midrange),1
Season-4,2616aa0e-8413-4e63-877c-bffd5263f552,Aggro,3
Season-4,2616aa0e-8413-4e63-877c-bffd5263f552,Aggro-Control (Tempo),2
Season-4,2616aa0e-8413-4e63-877c-bffd5263f552,Combo,2
Season-4,2616aa0e-8413-4e63-877c-bffd5263f552,Control,1
Season-4,2616aa0e-8413-4e63-877c-bffd5263f552,Control-Aggro (Midrange),2
Season-4,261ac92e-c61a-4c11-aa6a-9ae1cb703e5c,Aggro,1
Season-4,261ac92e-c61a-4c11-aa6a-9ae1cb703e5c,Aggro-Control (Tempo),1
Season-4,261ac92e-c61a-4c11-aa6a-9ae1cb703e5c,Control,4
Season-4,26c68473-70ca-40ba-b5c6-71ec30f88a2c,Aggro-Control (Tempo),1
Season-4,26c68473-70ca-40ba-b5c6-71ec30f88a2c,Combo,4
Season-4,26c68473-70ca-40ba-b5c6-71ec30f88a2c,Control,2
Season-4,26d40e03-6de4-4373-9fbf-04c1dd79e995,Aggro,3
Season-4,26d40e03-6de4-4373-9fbf-04c1dd79e995,Combo-Control,3
Season-4,26d40e03-6de4-4373-9fbf-04c1dd79e995,Control,2
Season-4,26d40e03-6de4-4373-9fbf-04c1dd79e995,Control-Aggro (Midrange),1
Season-4,28667c8b-d02c-4e57-a050-1549207b65d1,Aggro-Combo,3
Season-4,28667c8b-d02c-4e57-a050-1549207b65d1,Combo,1
Season-4,28667c8b-d02c-4e57-a050-1549207b65d1,Control,1
Season-4,29148d7e-b398-4e19-a29e-d9a660ad5016,Combo,2
Season-4,29148d7e-b398-4e19-a29e-d9a660ad5016,Combo-Control,2
Season-4,29148d7e-b398-4e19-a29e-d9a660ad5016,Control-Aggro (Midrange),1
Season-4,29632951-3c3d-478c-8c5a-9a34f30a5c28,Aggro,4
Season-4,29632951-3c3d-478c-8c5a-9a34f30a5c28,Aggro-Control (Tempo),1
Season-4,29632951-3c3d-478c-8c5a-9a34f30a5c28,Combo,2
Season-4,29632951-3c3d-478c-8c5a-9a34f30a5c28,Combo-Control,1
Season-4,29632951-3c3d-478c-8c5a-9a34f30a5c28,Control,2
Season-4,2a717b98-cdac-416d-bf6c-f6b6638e65d1,Aggro-Control (Tempo),3
Season-4,2a717b98-cdac-416d-bf6c-f6b6638e65d1,Combo,3
Season-4,2a717b98-cdac-416d-bf6c-f6b6638e65d1,Control,4
Season-4,2ae6828e-ff19-45db-8b59-61616353491f,Control,1
Season-4,2ae6828e-ff19-45db-8b59-61616353491f,Control-Aggro (Midrange),2
Season-4,2b20d3e1-62ef-44db-8109-a33d4fa3e7f1,Aggro,1
Season-4,2b20d3e1-62ef-44db-8109-a33d4fa3e7f1,Aggro-Combo,1
Season-4,2b20d3e1-62ef-44db-8109-a33d4fa3e7f1,Combo,1
Season-4,2b20d3e1-62ef-44db-8109-a33d4fa3e7f1,Combo-Control,1
Season-4,2b20d3e1-62ef-44db-8109-a33d4fa3e7f1,Control-Aggro (Midrange),2
Season-4,2b5315a4-6a78-456f-8d5a-fea9d62f3f0e,Aggro,2
Season-4,2b5315a4-6a78-456f-8d5a-fea9d62f3f0e,Aggro-Combo,1
Season-4,2b5315a4-6a78-456f-8d5a-fea9d62f3f0e,Combo,4
Season-4,2b5315a4-6a78-456f-8d5a-fea9d62f3f0e,Combo-Control,2
Season-4,2b5315a4-6a78-456f-8d5a-fea9d62f3f0e,Control-Aggro (Midrange),1
Season-4,2b5801fb-2026-4f25-98bc-ebb2f99684b9,Combo,4
Season-4,2b5801fb-2026-4f25-98bc-ebb2f99684b9,Combo-Control,1
Season-4,2b5801fb-2026-4f25-98bc-ebb2f99684b9,Control,1
Season-4,2b73d294-6ab1-4051-9b0f-d8e335d37674,Aggro,4
Season-4,2b73d294-6ab1-4051-9b0f-d8e335d37674,Combo,1
Season-4,2b73d294-6ab1-4051-9b0f-d8e335d37674,Combo-Control,3
Season-4,2b73d294-6ab1-4051-9b0f-d8e335d37674,Control-Aggro (Midrange),1
Season-4,2b74bb81-fb9a-40e5-a941-e517430b52f5,Aggro,2
Season-4,2b74bb81-fb9a-40e5-a941-e517430b52f5,Combo,2
Season-4,2b74bb81-fb9a-40e5-a941-e517430b52f5,Combo-Control,2
Season-4,2b9b0195-beda-403e-bc27-7ae3be9f318c,Aggro,2
Season-4,2b9b0195-beda-403e-bc27-7ae3be9f318c,Combo-Control,3
Season-4,2b9b0195-beda-403e-bc27-7ae3be9f318c,Control,2
Season-4,2b9b0195-beda-403e-bc27-7ae3be9f318c,Control-Aggro (Midrange),2
Season-4,2be39749-ad6f-4160-99eb-c677eee7f1b2,Aggro,1
Season-4,2be39749-ad6f-4160-99eb-c677eee7f1b2,Aggro-Control (Tempo),2
Season-4,2be39749-ad6f-4160-99eb-c677eee7f1b2,Combo,1
Season-4,2be39749-ad6f-4160-99eb-c677eee7f1b2,Combo-Control,2
Season-4,2be39749-ad6f-4160-99eb-c677eee7f1b2,Control,3
Season-4,2be39749-ad6f-4160-99eb-c677eee7f1b2,Control-Aggro (Midrange),1
Season-4,2bf2da97-3331-4614-b4ff-f03d061500a7,Aggro,2
Season-4,2bf2da97-3331-4614-b4ff-f03d061500a7,Combo,2
Season-4,2bf2da97-3331-4614-b4ff-f03d061500a7,Combo-Control,1
Season-4,2bf2da97-3331-4614-b4ff-f03d061500a7,Control,2
Season-4,2bf2da97-3331-4614-b4ff-f03d061500a7,Control-Aggro (Midrange),2
Season-4,2c695df6-6bf2-4e6b-8500-e3116137ca27,Aggro,4
Season-4,2c695df6-6bf2-4e6b-8500-e3116137ca27,Control,4
Season-4,2c695df6-6bf2-4e6b-8500-e3116137ca27,Control-Aggro (Midrange),1
Season-4,2d9b12cc-f616-4b52-91eb-a430e70f9251,Combo-Control,1
Season-4,2d9b12cc-f616-4b52-91eb-a430e70f9251,Control,2
Season-4,2da5f3f8-5eef-498f-ba2c-2f3fbc3745aa,Aggro,2
Season-4,2da5f3f8-5eef-498f-ba2c-2f3fbc3745aa,Control,3
Season-4,2dc16614-5cf8-444d-a5ae-cac25018af68,Aggro,6
Season-4,2dc16614-5cf8-444d-a5ae-cac25018af68,Aggro-Control (Tempo),1
Season-4,2dc16614-5cf8-444d-a5ae-cac25018af68,Control-Aggro (Midrange),1
Season-4,2e139ad1-1079-49e9-babd-6399c44ad333,Aggro,2
Season-4,2e139ad1-1079-49e9-babd-6399c44ad333,Aggro-Combo,1
Season-4,2e139ad1-1079-49e9-babd-6399c44ad333,Aggro-Control (Tempo),1
Season-4,2ef878cb-27b6-47d8-ad11-bd20529b0e7e,Aggro,3
Season-4,2ef878cb-27b6-47d8-ad11-bd20529b0e7e,Combo,1
Season-4,2ef878cb-27b6-47d8-ad11-bd20529b0e7e,Control,1
Season-4,2f8f22fb-7291-4517-9b15-e98501f2856b,Aggro,1
Season-4,2f8f22fb-7291-4517-9b15-e98501f2856b,Combo-Control,2
Season-4,2f8f22fb-7291-4517-9b15-e98501f2856b,Control,1
Season-4,3003d481-1b52-4aa9-bbdc-e948fbc8d49d,Aggro-Combo,3
Season-4,3003d481-1b52-4aa9-bbdc-e948fbc8d49d,Aggro-Control (Tempo),1
Season-4,3003d481-1b52-4aa9-bbdc-e948fbc8d49d,Combo-Control,2
Season-4,3003d481-1b52-4aa9-bbdc-e948fbc8d49d,Control-Aggro (Midrange),1
Season-4,3027e6c5-eed3-44e7-bb12-67569721af99,Combo,2
Season-4,3028075c-5fc5-4942-a984-1ffcf7a8933d,Aggro,1
Season-4,3028075c-5fc5-4942-a984-1ffcf7a8933d,Combo,1
Season-4,3028075c-5fc5-4942-a984-1ffcf7a8933d,Combo-Control,1
Season-4,3028075c-5fc5-4942-a984-1ffcf7a8933d,Control,2
Season-4,3028075c-5fc5-4942-a984-1ffcf7a8933d,Control-Aggro (Midrange),3
Season-4,30377bf0-d9b1-4c14-8dde-f74b1e02d604,Aggro,1
Season-4,30377bf0-d9b1-4c14-8dde-f74b1e02d604,Aggro-Combo,2
Season-4,30377bf0-d9b1-4c14-8dde-f74b1e02d604,Aggro-Control (Tempo),2
Season-4,30377bf0-d9b1-4c14-8dde-f74b1e02d604,Combo-Control,1
Season-4,30377bf0-d9b1-4c14-8dde-f74b1e02d604,Control,3
Season-4,30377bf0-d9b1-4c14-8dde-f74b1e02d604,Control-Aggro (Midrange),3
Season-4,310a1c46-8331-4a09-9fcb-d942f8102364,Aggro-Combo,1
Season-4,310a1c46-8331-4a09-9fcb-d942f8102364,Aggro-Control (Tempo),1
Season-4,310a1c46-8331-4a09-9fcb-d942f8102364,Combo,4
Season-4,310a1c46-8331-4a09-9fcb-d942f8102364,Combo-Control,1
Season-4,310a1c46-8331-4a09-9fcb-d942f8102364,Control,4
Season-4,311a6257-dd77-4bb6-81cb-c8e7862350f3,Aggro,1
Season-4,311a6257-dd77-4bb6-81cb-c8e7862350f3,Aggro-Combo,1
Season-4,311a6257-dd77-4bb6-81cb-c8e7862350f3,Combo,6
Season-4,31b770cc-09e7-4c0b-b2a4-462ab4f7200d,Combo,5
Season-4,31b770cc-09e7-4c0b-b2a4-462ab4f7200d,Combo-Control,2
Season-4,31b770cc-09e7-4c0b-b2a4-462ab4f7200d,Control,1
Season-4,3277ad99-5682-4baa-b106-de15721876a6,Aggro,4
Season-4,3277ad99-5682-4baa-b106-de15721876a6,Aggro-Control (Tempo),1
Season-4,3277ad99-5682-4baa-b106-de15721876a6,Control-Aggro (Midrange),1
Season-4,327cf118-cc92-4073-85d0-94d2a0a6989a,Aggro,2
Season-4,327cf118-cc92-4073-85d0-94d2a0a6989a,Aggro-Control (Tempo),1
Season-4,327cf118-cc92-4073-85d0-94d2a0a6989a,Combo,3
Season-4,327cf118-cc92-4073-85d0-94d2a0a6989a,Combo-Control,2
Season-4,327cf118-cc92-4073-85d0-94d2a0a6989a,Control,2
Season-4,329a8738-3e17-403a-857a-0ba529ce8cd1,Aggro-Combo,1
Season-4,329a8738-3e17-403a-857a-0ba529ce8cd1,Aggro-Control (Tempo),1
Season-4,329a8738-3e17-403a-857a-0ba529ce8cd1,Combo,4
Season-4,329a8738-3e17-403a-857a-0ba529ce8cd1,Combo-Control,1
Season-4,329a8738-3e17-403a-857a-0ba529ce8cd1,Control,1
Season-4,329a8738-3e17-403a-857a-0ba529ce8cd1,Control-Aggro (Midrange),2
Season-4,32a180dd-9641-4546-8940-9b21084f0c71,Aggro,5
Season-4,32a180dd-9641-4546-8940-9b21084f0c71,Aggro-Control (Tempo),1
Season-4,32a180dd-9641-4546-8940-9b21084f0c71,Combo,1
Season-4,32a180dd-9641-4546-8940-9b21084f0c71,Combo-Control,1
Season-4,32a180dd-9641-4546-8940-9b21084f0c71,Control,2
Season-4,32aa6e33-221f-414c-9b51-850d97a7e051,Aggro,5
Season-4,32aa6e33-221f-414c-9b51-850d97a7e051,Combo-Control,1
Season-4,32aa6e33-221f-414c-9b51-850d97a7e051,Control,1
Season-4,32e29c7d-ed4b-4eff-b3c2-d99e5b63ef8d,Aggro-Control (Tempo),2
Season-4,32e29c7d-ed4b-4eff-b3c2-d99e5b63ef8d,Control,1
Season-4,33672990-4860-4aa6-ac1b-f9da66f5da59,Aggro,1
Season-4,33672990-4860-4aa6-ac1b-f9da66f5da59,Combo,3
Season-4,33672990-4860-4aa6-ac1b-f9da66f5da59,Combo-Control,1
Season-4,33672990-4860-4aa6-ac1b-f9da66f5da59,Control,2
Season-4,33ab05b5-d6f5-439c-9aed-1a58ceb282ad,Aggro,3
Season-4,33ab05b5-d6f5-439c-9aed-1a58ceb282ad,Aggro-Combo,1
Season-4,33ab05b5-d6f5-439c-9aed-1a58ceb282ad,Combo,1
Season-4,33ab05b5-d6f5-439c-9aed-1a58ceb282ad,Control,1
Season-4,33ca68a6-474e-4d86-bffa-ee4bddb4a3cf,Combo,5
Season-4,33ca68a6-474e-4d86-bffa-ee4bddb4a3cf,Control,1
Season-4,345a1c80-41d6-43b1-83ab-1aa56dd06b1b,Combo,1
Season-4,345a4aee-5846-4ae9-9af1-4c8fe8d692ec,Aggro,2
Season-4,345a4aee-5846-4ae9-9af1-4c8fe8d692ec,Aggro-Control (Tempo),2
Season-4,345a4aee-5846-4ae9-9af1-4c8fe8d692ec,Control,5
Season-4,345a4aee-5846-4ae9-9af1-4c8fe8d692ec,Control-Aggro (Midrange),1
Season-4,345fd005-5052-4500-a260-3649500e21f4,Aggro-Control (Tempo),1
Season-4,345fd005-5052-4500-a260-3649500e21f4,Control,1
Season-4,3462a3d0-5552-49fa-9eb7-100960c55891,Aggro-Combo,1
Season-4,3462a3d0-5552-49fa-9eb7-100960c55891,Aggro-Control (Tempo),1
Season-4,3462a3d0-5552-49fa-9eb7-100960c55891,Combo,1
Season-4,3462a3d0-5552-49fa-9eb7-100960c55891,Combo-Control,1
Season-4,3462a3d0-5552-49fa-9eb7-100960c55891,Control,3
Season-4,3462a3d0-5552-49fa-9eb7-100960c55891,Control-Aggro (Midrange),1
Season-4,35f1a6ba-e46f-44fb-93f4-fb883d677b36,Combo,4
Season-4,35f1a6ba-e46f-44fb-93f4-fb883d677b36,Control,3
Season-4,377cee38-e769-47b0-abd5-0f528600f36a,Aggro,1
Season-4,377cee38-e769-47b0-abd5-0f528600f36a,Aggro-Combo,1
Season-4,377cee38-e769-47b0-abd5-0f528600f36a,Combo,4
Season-4,377cee38-e769-47b0-abd5-0f528600f36a,Control,1
Season-4,377cee38-e769-47b0-abd5-0f528600f36a,Control-Aggro (Midrange),2
Season-4,37dbe1a3-3c44-452b-9fb9-37f5d793d0b5,Aggro,1
Season-4,37dbe1a3-3c44-452b-9fb9-37f5d793d0b5,Combo,5
Season-4,37dbe1a3-3c44-452b-9fb9-37f5d793d0b5,Control-Aggro (Midrange),1
Season-4,39b41cb3-ca3d-4389-8f66-e1f77f5fb683,Combo,1
Season-4,39b41cb3-ca3d-4389-8f66-e1f77f5fb683,Combo-Control,1
Season-4,39b41cb3-ca3d-4389-8f66-e1f77f5fb683,Control,2
Season-4,39c431d7-d94b-46c4-bb89-f3db56214ab4,Aggro,1
Season-4,39c431d7-d94b-46c4-bb89-f3db56214ab4,Aggro-Combo,2
Season-4,39c431d7-d94b-46c4-bb89-f3db56214ab4,Combo,1
Season-4,39c431d7-d94b-46c4-bb89-f3db56214ab4,Control-Aggro (Midrange),1
Season-4,3a2d7cf9-dddb-4de3-b4f2-c52e3ec8fb4b,Aggro,1
Season-4,3a2d7cf9-dddb-4de3-b4f2-c52e3ec8fb4b,Combo,6
Season-4,3a2d7cf9-dddb-4de3-b4f2-c52e3ec8fb4b,Combo-Control,1
Season-4,3a9d1082-a862-45d4-9e5e-392e879fead6,Aggro,1
Season-4,3a9d1082-a862-45d4-9e5e-392e879fead6,Combo,2
Season-4,3a9d1082-a862-45d4-9e5e-392e879fead6,Combo-Control,1
Season-4,3a9d1082-a862-45d4-9e5e-392e879fead6,Control-Aggro (Midrange),1
Season-4,3b214b6f-4734-4200-8467-92d7e3469b5d,Combo,6
Season-4,3b214b6f-4734-4200-8467-92d7e3469b5d,Control,1
Season-4,3b5233ff-03bc-4053-9b49-c4185c2de38d,Aggro,2
Season-4,3b5233ff-03bc-4053-9b49-c4185c2de38d,Aggro-Control (Tempo),1
Season-4,3b5233ff-03bc-4053-9b49-c4185c2de38d,Combo-Control,1
Season-4,3b5233ff-03bc-4053-9b49-c4185c2de38d,Control,3
Season-4,3b6e5956-f795-451b-bb24-56462d1ced27,Aggro,2
Season-4,3b6e5956-f795-451b-bb24-56462d1ced27,Aggro-Combo,1
Season-4,3b6e5956-f795-451b-bb24-56462d1ced27,Aggro-Control (Tempo),1
Season-4,3b6e5956-f795-451b-bb24-56462d1ced27,Combo,1
Season-4,3b6e5956-f795-451b-bb24-56462d1ced27,Control,1
Season-4,3b6e5956-f795-451b-bb24-56462d1ced27,Control-Aggro (Midrange),2
Season-4,3bd1ec98-8188-4649-899e-b0972509fc7e,Aggro,3
Season-4,3bd1ec98-8188-4649-899e-b0972509fc7e,Aggro-Control (Tempo),1
Season-4,3bd1ec98-8188-4649-899e-b0972509fc7e,Control-Aggro (Midrange),1
Season-4,3c02b8ee-84cb-44cb-ba14-9e725a9d03ee,Combo,3
Season-4,3c02b8ee-84cb-44cb-ba14-9e725a9d03ee,Combo-Control,2
Season-4,3c02b8ee-84cb-44cb-ba14-9e725a9d03ee,Control,4
Season-4,3c3ac3dd-35db-447f-8674-37b4680a1ef7,Combo-Control,3
Season-4,3c3ac3dd-35db-447f-8674-37b4680a1ef7,Control,3
Season-4,3ca1e1de-b916-445f-b3b2-0f4d0cc7ceeb,Aggro-Control (Tempo),1
Season-4,3ca1e1de-b916-445f-b3b2-0f4d0cc7ceeb,Combo,6
Season-4,3d3025a2-4a17-4137-ba0b-bd676c6f5f88,Aggro,1
Season-4,3d3025a2-4a17-4137-ba0b-bd676c6f5f88,Combo-Control,2
Season-4,3d3025a2-4a17-4137-ba0b-bd676c6f5f88,Control,3
Season-4,3d3025a2-4a17-4137-ba0b-bd676c6f5f88,Control-Aggro (Midrange),1
Season-4,3d8ca18d-9099-4f1e-95c1-f04da58a26bd,Aggro,8
Season-4,3d8ca18d-9099-4f1e-95c1-f04da58a26bd,Aggro-Combo,1
Season-4,3d8ca18d-9099-4f1e-95c1-f04da58a26bd,Combo,1
Season-4,3d8ca18d-9099-4f1e-95c1-f04da58a26bd,Control,1
Season-4,3e7da55c-7f05-46b2-aa3c-17f8d5df46bb,Combo-Control,1
Season-4,3e7da55c-7f05-46b2-aa3c-17f8d5df46bb,Control,1
Season-4,3ee3945e-5089-4751-b7b3-5961c39d2a33,Aggro,2
